species	gene_id	gene_symbol	transcript_id	transcript_name	transcript_biotype	is_canonical	exon_rank	exon_id	seqname	start	end	strand
human	ENSG00000026508	CD44	ENST00000969351	CD44-273	protein_coding	0	9	ENSE00002160255	11	35206115	35206243	1
human	ENSG00000026508	CD44	ENST00000969351	CD44-273	protein_coding	0	10	ENSE00003790928	11	35208105	35208206	1
human	ENSG00000026508	CD44	ENST00000969351	CD44-273	protein_coding	0	11	ENSE00000710485	11	35209965	35210054	1
human	ENSG00000026508	CD44	ENST00000969351	CD44-273	protein_coding	0	12	ENSE00003608645	11	35211246	35211449	1
human	ENSG00000026508	CD44	ENST00000969351	CD44-273	protein_coding	0	13	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969351	CD44-273	protein_coding	0	14	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969351	CD44-273	protein_coding	0	15	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969351	CD44-273	protein_coding	0	16	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969352	CD44-274	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969352	CD44-274	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969352	CD44-274	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969352	CD44-274	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969352	CD44-274	protein_coding	0	5	ENSE00003639932	11	35189835	35190065	1
human	ENSG00000026508	CD44	ENST00000969352	CD44-274	protein_coding	0	6	ENSE00003469853	11	35204512	35204640	1
human	ENSG00000026508	CD44	ENST00000969352	CD44-274	protein_coding	0	7	ENSE00002160255	11	35206115	35206243	1
human	ENSG00000026508	CD44	ENST00000969352	CD44-274	protein_coding	0	8	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969352	CD44-274	protein_coding	0	9	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969352	CD44-274	protein_coding	0	10	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969352	CD44-274	protein_coding	0	11	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	5	ENSE00003639932	11	35189835	35190065	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	6	ENSE00000710505	11	35196746	35196874	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	7	ENSE00003678600	11	35198121	35198246	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	8	ENSE00003692209	11	35201082	35201195	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	9	ENSE00000824450	11	35201671	35201787	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	10	ENSE00003469853	11	35204512	35204640	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	11	ENSE00002160255	11	35206115	35206243	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	12	ENSE00003790928	11	35208105	35208206	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	13	ENSE00000710485	11	35209965	35210054	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	14	ENSE00003608645	11	35211246	35211449	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	15	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	16	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	17	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969353	CD44-275	protein_coding	0	18	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969354	CD44-276	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969354	CD44-276	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969354	CD44-276	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969354	CD44-276	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969354	CD44-276	protein_coding	0	5	ENSE00003639932	11	35189835	35190065	1
human	ENSG00000026508	CD44	ENST00000969354	CD44-276	protein_coding	0	6	ENSE00004466519	11	35198145	35198246	1
human	ENSG00000026508	CD44	ENST00000969354	CD44-276	protein_coding	0	7	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969354	CD44-276	protein_coding	0	8	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969354	CD44-276	protein_coding	0	9	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969354	CD44-276	protein_coding	0	10	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	5	ENSE00001647548	11	35189835	35189972	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	6	ENSE00003678600	11	35198121	35198246	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	7	ENSE00003692209	11	35201082	35201195	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	8	ENSE00000824450	11	35201671	35201787	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	9	ENSE00003469853	11	35204512	35204640	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	10	ENSE00000710490	11	35206112	35206243	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	11	ENSE00003790928	11	35208105	35208206	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	12	ENSE00000710485	11	35209965	35210054	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	13	ENSE00003608645	11	35211246	35211449	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	14	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	15	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	16	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969355	CD44-277	protein_coding	0	17	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969356	CD44-278	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969356	CD44-278	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969356	CD44-278	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969356	CD44-278	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969356	CD44-278	protein_coding	0	5	ENSE00003639932	11	35189835	35190065	1
human	ENSG00000026508	CD44	ENST00000969356	CD44-278	protein_coding	0	6	ENSE00000710485	11	35209965	35210054	1
human	ENSG00000026508	CD44	ENST00000969356	CD44-278	protein_coding	0	7	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969356	CD44-278	protein_coding	0	8	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969356	CD44-278	protein_coding	0	9	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969356	CD44-278	protein_coding	0	10	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	5	ENSE00003639932	11	35189835	35190065	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	6	ENSE00003678600	11	35198121	35198246	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	7	ENSE00003692209	11	35201082	35201195	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	8	ENSE00004366172	11	35201668	35201787	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	9	ENSE00003469853	11	35204512	35204640	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	10	ENSE00000710490	11	35206112	35206243	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	11	ENSE00003790928	11	35208105	35208206	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	12	ENSE00000710485	11	35209965	35210054	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	13	ENSE00004466520	11	35211264	35211449	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	14	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	15	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	16	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969357	CD44-279	protein_coding	0	17	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	5	ENSE00003639932	11	35189835	35190065	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	6	ENSE00003678600	11	35198121	35198246	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	7	ENSE00003692209	11	35201082	35201195	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	8	ENSE00000824450	11	35201671	35201787	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	9	ENSE00003469853	11	35204512	35204640	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	10	ENSE00002160255	11	35206115	35206243	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	11	ENSE00003790928	11	35208105	35208206	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	12	ENSE00000710485	11	35209965	35210054	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	13	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	14	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	15	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969358	CD44-280	protein_coding	0	16	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969359	CD44-281	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969359	CD44-281	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969359	CD44-281	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969359	CD44-281	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969359	CD44-281	protein_coding	0	5	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969359	CD44-281	protein_coding	0	6	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969359	CD44-281	protein_coding	0	7	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969359	CD44-281	protein_coding	0	8	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	5	ENSE00003639932	11	35189835	35190065	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	6	ENSE00004466519	11	35198145	35198246	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	7	ENSE00003692209	11	35201082	35201195	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	8	ENSE00000824450	11	35201671	35201787	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	9	ENSE00003469853	11	35204512	35204640	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	10	ENSE00000710490	11	35206112	35206243	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	11	ENSE00003790928	11	35208105	35208206	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	12	ENSE00000710485	11	35209965	35210054	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	13	ENSE00003608645	11	35211246	35211449	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	14	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	15	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	16	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969360	CD44-282	protein_coding	0	17	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969361	CD44-283	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969361	CD44-283	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969361	CD44-283	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969361	CD44-283	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969361	CD44-283	protein_coding	0	5	ENSE00003639932	11	35189835	35190065	1
human	ENSG00000026508	CD44	ENST00000969361	CD44-283	protein_coding	0	6	ENSE00004466520	11	35211264	35211449	1
human	ENSG00000026508	CD44	ENST00000969361	CD44-283	protein_coding	0	7	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969361	CD44-283	protein_coding	0	8	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969361	CD44-283	protein_coding	0	9	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969361	CD44-283	protein_coding	0	10	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969362	CD44-284	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969362	CD44-284	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969362	CD44-284	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969362	CD44-284	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969362	CD44-284	protein_coding	0	5	ENSE00001647548	11	35189835	35189972	1
human	ENSG00000026508	CD44	ENST00000969362	CD44-284	protein_coding	0	6	ENSE00000710490	11	35206112	35206243	1
human	ENSG00000026508	CD44	ENST00000969362	CD44-284	protein_coding	0	7	ENSE00003790928	11	35208105	35208206	1
human	ENSG00000026508	CD44	ENST00000969362	CD44-284	protein_coding	0	8	ENSE00000710485	11	35209965	35210054	1
human	ENSG00000026508	CD44	ENST00000969362	CD44-284	protein_coding	0	9	ENSE00003608645	11	35211246	35211449	1
human	ENSG00000026508	CD44	ENST00000969362	CD44-284	protein_coding	0	10	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969362	CD44-284	protein_coding	0	11	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969362	CD44-284	protein_coding	0	12	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969362	CD44-284	protein_coding	0	13	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969363	CD44-285	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969363	CD44-285	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969363	CD44-285	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969363	CD44-285	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969363	CD44-285	protein_coding	0	5	ENSE00003639932	11	35189835	35190065	1
human	ENSG00000026508	CD44	ENST00000969363	CD44-285	protein_coding	0	6	ENSE00003678600	11	35198121	35198246	1
human	ENSG00000026508	CD44	ENST00000969363	CD44-285	protein_coding	0	7	ENSE00003790928	11	35208105	35208206	1
human	ENSG00000026508	CD44	ENST00000969363	CD44-285	protein_coding	0	8	ENSE00000710485	11	35209965	35210054	1
human	ENSG00000026508	CD44	ENST00000969363	CD44-285	protein_coding	0	9	ENSE00004466520	11	35211264	35211449	1
human	ENSG00000026508	CD44	ENST00000969363	CD44-285	protein_coding	0	10	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969363	CD44-285	protein_coding	0	11	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969363	CD44-285	protein_coding	0	12	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969363	CD44-285	protein_coding	0	13	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	5	ENSE00003639932	11	35189835	35190065	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	6	ENSE00003678600	11	35198121	35198246	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	7	ENSE00003692209	11	35201082	35201195	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	8	ENSE00000824450	11	35201671	35201787	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	9	ENSE00003469853	11	35204512	35204640	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	10	ENSE00002160255	11	35206115	35206243	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	11	ENSE00003790928	11	35208105	35208206	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	12	ENSE00000710485	11	35209965	35210054	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	13	ENSE00004466520	11	35211264	35211449	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	14	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	15	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	16	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969364	CD44-286	protein_coding	0	17	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969365	CD44-287	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969365	CD44-287	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969365	CD44-287	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969365	CD44-287	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969365	CD44-287	protein_coding	0	5	ENSE00003639932	11	35189835	35190065	1
human	ENSG00000026508	CD44	ENST00000969365	CD44-287	protein_coding	0	6	ENSE00003469853	11	35204512	35204640	1
human	ENSG00000026508	CD44	ENST00000969365	CD44-287	protein_coding	0	7	ENSE00003790928	11	35208105	35208206	1
human	ENSG00000026508	CD44	ENST00000969365	CD44-287	protein_coding	0	8	ENSE00000710485	11	35209965	35210054	1
human	ENSG00000026508	CD44	ENST00000969365	CD44-287	protein_coding	0	9	ENSE00004466520	11	35211264	35211449	1
human	ENSG00000026508	CD44	ENST00000969365	CD44-287	protein_coding	0	10	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969365	CD44-287	protein_coding	0	11	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969365	CD44-287	protein_coding	0	12	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969365	CD44-287	protein_coding	0	13	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969366	CD44-288	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969366	CD44-288	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969366	CD44-288	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969366	CD44-288	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969366	CD44-288	protein_coding	0	5	ENSE00003639932	11	35189835	35190065	1
human	ENSG00000026508	CD44	ENST00000969366	CD44-288	protein_coding	0	6	ENSE00003678600	11	35198121	35198246	1
human	ENSG00000026508	CD44	ENST00000969366	CD44-288	protein_coding	0	7	ENSE00003692209	11	35201082	35201195	1
human	ENSG00000026508	CD44	ENST00000969366	CD44-288	protein_coding	0	8	ENSE00000824450	11	35201671	35201787	1
human	ENSG00000026508	CD44	ENST00000969366	CD44-288	protein_coding	0	9	ENSE00003790928	11	35208105	35208206	1
human	ENSG00000026508	CD44	ENST00000969366	CD44-288	protein_coding	0	10	ENSE00000710485	11	35209965	35210054	1
human	ENSG00000026508	CD44	ENST00000969366	CD44-288	protein_coding	0	11	ENSE00003608645	11	35211246	35211449	1
human	ENSG00000026508	CD44	ENST00000969366	CD44-288	protein_coding	0	12	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969366	CD44-288	protein_coding	0	13	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969366	CD44-288	protein_coding	0	14	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969366	CD44-288	protein_coding	0	15	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969367	CD44-289	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969367	CD44-289	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969367	CD44-289	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969367	CD44-289	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
human	ENSG00000026508	CD44	ENST00000969367	CD44-289	protein_coding	0	5	ENSE00003639932	11	35189835	35190065	1
human	ENSG00000026508	CD44	ENST00000969367	CD44-289	protein_coding	0	6	ENSE00000710505	11	35196746	35196874	1
human	ENSG00000026508	CD44	ENST00000969367	CD44-289	protein_coding	0	7	ENSE00003678600	11	35198121	35198246	1
human	ENSG00000026508	CD44	ENST00000969367	CD44-289	protein_coding	0	8	ENSE00000710490	11	35206112	35206243	1
human	ENSG00000026508	CD44	ENST00000969367	CD44-289	protein_coding	0	9	ENSE00003790928	11	35208105	35208206	1
human	ENSG00000026508	CD44	ENST00000969367	CD44-289	protein_coding	0	10	ENSE00000710485	11	35209965	35210054	1
human	ENSG00000026508	CD44	ENST00000969367	CD44-289	protein_coding	0	11	ENSE00003608645	11	35211246	35211449	1
human	ENSG00000026508	CD44	ENST00000969367	CD44-289	protein_coding	0	12	ENSE00003526469	11	35214852	35214914	1
human	ENSG00000026508	CD44	ENST00000969367	CD44-289	protein_coding	0	13	ENSE00003632343	11	35219316	35219387	1
human	ENSG00000026508	CD44	ENST00000969367	CD44-289	protein_coding	0	14	ENSE00003534676	11	35221654	35221732	1
human	ENSG00000026508	CD44	ENST00000969367	CD44-289	protein_coding	0	15	ENSE00004802752	11	35229129	35232402	1
human	ENSG00000026508	CD44	ENST00000969368	CD44-290	protein_coding	0	1	ENSE00004802753	11	35138721	35139370	1
human	ENSG00000026508	CD44	ENST00000969368	CD44-290	protein_coding	0	2	ENSE00003561898	11	35176575	35176740	1
human	ENSG00000026508	CD44	ENST00000969368	CD44-290	protein_coding	0	3	ENSE00003658180	11	35180274	35180407	1
human	ENSG00000026508	CD44	ENST00000969368	CD44-290	protein_coding	0	4	ENSE00003504402	11	35186832	35186900	1
