species	species_row	display_name	scientific_name	assembly	assembly_accession	source_database	release	matrix_row	matrix_column	cluster_column	cluster_family	cluster	cluster_name	hox_number	hox_slot	hox_slot_label	slot	gene_symbol	gene_id	gene_version	gene_stable_id_version	gene_source	gene_biotype	seqname	gene_start	gene_end	strand	transcript_id	transcript_version	transcript_stable_id_version	transcript_name	transcript_source	transcript_biotype	transcript_start	transcript_end	transcript_span_bp	protein_id	protein_version	protein_stable_id_version	cds_piece_count	cds_length_bp	initiation_codon_center	coding_midpoint	stop_codon_center	genomic_x_start	genomic_x_middle	genomic_x_end	x	initiation_anchor_source	stop_anchor_source	initiation_anchor_fallback	stop_anchor_fallback	any_anchor_fallback	coding_transcript_candidate_count	protein_coding_transcript_count	eligible_safe_protein_coding_transcript_count	curated_transcript_exclusion_applied	unsafe_merged_transcript_exclusion_applied	excluded_transcript_count	excluded_transcript_ids	excluded_protein_ids	excluded_transcript_assessments	excluded_transcript_reason	selected_is_ensembl_canonical	transcript_selection_rule	codon_anchor_rule	midpoint_rule	mapping_method	mapping_note	xref_conflict_flag	xref_conflict_note	source_url	source_file	source_sha256
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	B	B	B	BA	BA	2	14	Hox2	Hox2	hoxb2a	ENSDARG00000000175	10	ENSDARG00000000175.10	ensembl_havana	protein_coding	3	23752150	23754831	+	ENSDART00000146636	2	ENSDART00000146636.2	hoxb2a-201	ensembl_havana	protein_coding	23752150	23754831	2682	ENSDARP00000118498	1	ENSDARP00000118498.1	2	1227	23752217	23753255.5	23754294	23752217	23753255.5	23754294	23753255.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	B	B	B	BA	BA	1	15	Hox1	Hox1	hoxb1a	ENSDARG00000008174	7	ENSDARG00000008174.7	ensembl_havana	protein_coding	3	23768898	23771142	+	ENSDART00000110682	4	ENSDART00000110682.4	hoxb1a-201	ensembl_havana	protein_coding	23768898	23771142	2245	ENSDARP00000101854	3	ENSDARP00000101854.3	2	948	23768938	23769781	23770624	23768938	23769781	23770624	23769781	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	C	C	C	CA	CA	13	3	Hox13	Hox13	hoxc13a	ENSDARG00000070353	5	ENSDARG00000070353.5	ensembl_havana	protein_coding	23	36052944	36055886	+	ENSDART00000103149	5	ENSDART00000103149.5	hoxc13a-201	ensembl_havana	protein_coding	36052944	36055886	2943	ENSDARP00000093923	4	ENSDARP00000093923.4	2	918	36052979	36054328.5	36055678	36052979	36054328.5	36055678	36054328.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	C	C	C	CA	CA	12	4	Hox12	Hox12	hoxc12a	ENSDARG00000070352	4	ENSDARG00000070352.4	ensembl_havana	protein_coding	23	36063599	36065182	+	ENSDART00000103147	4	ENSDART00000103147.4	hoxc12a-201	ensembl_havana	protein_coding	36063599	36065182	1584	ENSDARP00000093921	3	ENSDARP00000093921.3	2	822	36063600	36064390.5	36065181	36063600	36064390.5	36065181	36064390.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	C	C	C	CA	CA	11	5	Hox11	Hox11	hoxc11a	ENSDARG00000070351	5	ENSDARG00000070351.5	ensembl_havana	protein_coding	23	36074798	36078132	+	ENSDART00000133760	2	ENSDART00000133760.2	hoxc11a-202	havana	protein_coding	36074798	36078132	3335	ENSDARP00000120202	1	ENSDARP00000120202.1	2	906	36074910	36076053	36077196	36074910	36076053	36077196	36076053	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	C	C	C	CA	CA	10	6	Hox10	Hox10	hoxc10a	ENSDARG00000070348	6	ENSDARG00000070348.6	ensembl_havana	protein_coding	23	35969228	36086895	+	ENSDART00000184107	1	ENSDART00000184107.1	hoxc10a-204	ensembl	protein_coding	35969228	36086366	117139	ENSDARP00000147493	1	ENSDARP00000147493.1	2	1011	36083618	36084991.5	36086365	36083618	36084991.5	36086365	36084991.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	4	4	4	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	C	C	C	CA	CA	9	7	Hox9	Hox9	hoxc9a	ENSDARG00000092809	3	ENSDARG00000092809.3	ensembl_havana	protein_coding	23	36095260	36097488	+	ENSDART00000127384	3	ENSDART00000127384.3	hoxc9a-201	ensembl_havana	protein_coding	36095260	36097488	2229	ENSDARP00000105244	2	ENSDARP00000105244.2	2	810	36095340	36096274.5	36097209	36095340	36096274.5	36097209	36096274.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	C	C	C	CA	CA	8	8	Hox8	Hox8	hoxc8a	ENSDARG00000070346	5	ENSDARG00000070346.5	ensembl_havana	protein_coding	23	36101185	36103635	+	ENSDART00000103139	4	ENSDART00000103139.4	hoxc8a-201	ensembl_havana	protein_coding	36101185	36103635	2451	ENSDARP00000093913	3	ENSDARP00000093913.3	2	750	36101448	36102455.5	36103463	36101448	36102455.5	36103463	36102455.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	C	C	C	CA	CA	6	10	Hox6	Hox6	hoxc6a	ENSDARG00000070343	7	ENSDARG00000070343.7	ensembl_havana	protein_coding	23	36115541	36116907	+	ENSDART00000130090	3	ENSDART00000130090.3	hoxc6a-201	ensembl_havana	protein_coding	36115541	36116907	1367	ENSDARP00000107797	2	ENSDARP00000107797.2	2	624	36115542	36116159	36116776	36115542	36116159	36116776	36116159	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	C	C	C	CA	CA	5	11	Hox5	Hox5	hoxc5a	ENSDARG00000070340	7	ENSDARG00000070340.7	ensembl_havana	protein_coding	23	36118738	36120511	+	ENSDART00000139319	2	ENSDART00000139319.2	hoxc5a-201	ensembl_havana	protein_coding	36118738	36120511	1774	ENSDARP00000121862	1	ENSDARP00000121862.1	2	639	36118799	36119527.5	36120256	36118799	36119527.5	36120256	36119527.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	C	C	C	CA	CA	4	12	Hox4	Hox4	hoxc4a	ENSDARG00000070338	3	ENSDARG00000070338.3	ensembl_havana	protein_coding	23	36130883	36132563	+	ENSDART00000103132	3	ENSDART00000103132.3	hoxc4a-201	ensembl_havana	protein_coding	36130883	36132563	1681	ENSDARP00000093906	2	ENSDARP00000093906.2	2	804	36131064	36131726	36132388	36131064	36131726	36132388	36131726	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	C	C	C	CA	CA	3	13	Hox3	Hox3	hoxc3a	ENSDARG00000070339	7	ENSDARG00000070339.7	ensembl_havana	protein_coding	23	36087219	36149371	+	ENSDART00000154825	3	ENSDART00000154825.3	hoxc3a-204	ensembl_havana	protein_coding	36087219	36148048	60830	ENSDARP00000129398	1	ENSDARP00000129398.1	3	772	36145039	36146543	36148047	36145039	36146543	36148047	36146543	explicit_start_codon	terminal_CDS_positional_proxy	FALSE	TRUE	TRUE	4	4	4	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	C	C	C	CA	CA	1	15	Hox1	Hox1	hoxc1a	ENSDARG00000070337	5	ENSDARG00000070337.5	ensembl_havana	protein_coding	23	36178104	36190988	+	ENSDART00000103131	5	ENSDART00000103131.5	hoxc1a-201	ensembl_havana	protein_coding	36178104	36190988	12885	ENSDARP00000093905	3	ENSDARP00000093905.3	2	906	36178105	36180800.5	36183496	36178105	36180800.5	36183496	36180800.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	D	D	D	DA	DA	13	3	Hox13	Hox13	hoxd13a	ENSDARG00000059256	4	ENSDARG00000059256.4	ensembl_havana	protein_coding	9	1986816	1990323	-	ENSDART00000082332	4	ENSDART00000082332.4	hoxd13a-201	ensembl_havana	protein_coding	1986816	1990323	3508	ENSDARP00000076768	3	ENSDARP00000076768.3	2	768	1990239	1988944.5	1987650	1990239	1988944.5	1987650	1988944.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	D	D	D	DA	DA	12	4	Hox12	Hox12	hoxd12a	ENSDARG00000059263	7	ENSDARG00000059263.7	ensembl_havana	protein_coding	9	1981882	1986014	-	ENSDART00000142842	3	ENSDART00000142842.3	hoxd12a-202	havana	protein_coding	1981882	1986014	4133	ENSDARP00000121699	1	ENSDARP00000121699.1	2	786	1984579	1983456.5	1982334	1984579	1983456.5	1982334	1983456.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	D	D	D	DA	DA	11	5	Hox11	Hox11	hoxd11a	ENSDARG00000059267	6	ENSDARG00000059267.6	ensembl_havana	protein_coding	9	1975818	1978090	-	ENSDART00000082344	5	ENSDART00000082344.5	hoxd11a-201	ensembl_havana	protein_coding	1975818	1978090	2273	ENSDARP00000076780	4	ENSDARP00000076780.4	2	828	1977992	1977146.5	1976301	1977992	1977146.5	1976301	1977146.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	D	D	D	DA	DA	10	6	Hox10	Hox10	hoxd10a	ENSDARG00000057859	6	ENSDARG00000057859.6	ensembl_havana	protein_coding	9	1967707	1970071	-	ENSDART00000080608	4	ENSDART00000080608.4	hoxd10a-201	ensembl_havana	protein_coding	1967707	1970071	2365	ENSDARP00000075055	3	ENSDARP00000075055.3	2	996	1969932	1969076.5	1968221	1969932	1969076.5	1968221	1969076.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	D	D	D	DA	DA	9	7	Hox9	Hox9	hoxd9a	ENSDARG00000059274	5	ENSDARG00000059274.5	ensembl_havana	protein_coding	9	1964005	1965727	-	ENSDART00000082354	4	ENSDART00000082354.4	hoxd9a-201	ensembl_havana	protein_coding	1964005	1965727	1723	ENSDARP00000076790	3	ENSDARP00000076790.3	2	786	1965635	1965084	1964533	1965635	1965084	1964533	1965084	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	D	D	D	DA	DA	4	12	Hox4	Hox4	hoxd4a	ENSDARG00000059276	4	ENSDARG00000059276.4	ensembl_havana	protein_coding	9	1948465	1951144	-	ENSDART00000082355	4	ENSDART00000082355.4	hoxd4a-201	ensembl_havana	protein_coding	1948465	1951144	2680	ENSDARP00000076791	3	ENSDARP00000076791.3	2	768	1950775	1950195	1949615	1950775	1950195	1949615	1950195	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_a	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_a	D	D	D	DA	DA	3	13	Hox3	Hox3	hoxd3a	ENSDARG00000059280	7	ENSDARG00000059280.7	ensembl_havana	protein_coding	9	1937049	1959917	-	ENSDART00000082359	5	ENSDART00000082359.5	hoxd3a-201	ensembl	protein_coding	1937052	1959917	22866	ENSDARP00000093704	3	ENSDARP00000093704.3	2	1188	1939089	1938388	1937687	1939089	1938388	1937687	1938388	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	3	3	3	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_b	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_b	A	A	A	AB	AB	13	3	Hox13	Hox13	hoxa13b	ENSDARG00000036254	6	ENSDARG00000036254.6	ensembl_havana	protein_coding	16	20895904	20897836	+	ENSDART00000052662	5	ENSDART00000052662.5	hoxa13b-201	ensembl_havana	protein_coding	20895904	20897836	1933	ENSDARP00000052661	4	ENSDARP00000052661.4	2	867	20895954	20896581	20897208	20895954	20896581	20897208	20896581	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
zebrafish	zebrafish_b	Zebrafish	Danio rerio	GRCz11	GCA_000002035.4	Ensembl	116	zebrafish_b	A	A	A	AB	AB	11	5	Hox11	Hox11	hoxa11b	ENSDARG00000007009	6	ENSDARG00000007009.6	ensembl_havana	protein_coding	16	20904754	20907378	+	ENSDART00000006043	6	ENSDART00000006043.6	hoxa11b-201	ensembl_havana	protein_coding	20904754	20907378	2625	ENSDARP00000005174	4	ENSDARP00000005174.4	2	849	20904885	20905683	20906481	20904885	20905683	20906481	20905683	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/danio_rerio/Danio_rerio.GRCz11.116.chr.gtf.gz	Danio_rerio.GRCz11.116.chr.gtf.gz	fdca8df68935081e947e970a0b782f03e326446dc833f4bcf960f8febef629b2
